commit	composite	compliance	p99_ms	scope	status	description
uncommitted	0.999839	1.000000	0.005380	sidecar	neutral-kept	[sidecar] exp222: GovernanceObservabilityExporter + MetricPoint + HistogramMetric + HistogramBucket + DecisionTrace — OpenTelemetry-compatible governance telemetry with counter/histogram/gauge metrics, Prometheus text exposition format, OTel JSON export for collector ingestion, span-like decision traces with traceId/spanId, resource attributes (service.name, constitution.hash, environment), pre-defined governance metrics (decision counts, latency histograms, violation rates, compliance gauges), configurable bucket boundaries, metric reset; zero hot-path overhead
2cbf37ad5	0.999851	1.000000	0.004980	sidecar	neutral-kept	[sidecar] exp223: contextual variable interpolation — ${key.subkey} placeholder resolution in rule text/conditions; render_text/render_rule/render_constitution/extract_placeholders/context_coverage/validate_context_schema; Constitution.render(context) + explain_rendered(action,context); display-only, zero hot-path overhead
b22f172b1	0.999867	1.000000	0.004440	sidecar	neutral-kept	[sidecar] exp224: MemoizedConstitution — LRU-cached governance decisions; _LRUCache thread-safe OrderedDict; CacheStats hits/misses/hit_rate; warm() corpus pre-population; update_constitution() atomic swap+clear; __getattr__ delegation; zero hot-path overhead
1e0839cb2	0.999856	1.000000	0.004790	sidecar	neutral-kept	[sidecar] exp225: rule deduplication — find_duplicates()/deduplicate(); ExactDuplicateGroup/SubsetRedundancy/NearDuplicatePair; DuplicationReport with strictly_redundant_ids; 3 strategies (keep_highest_severity/keep_oldest/keep_most_keywords); near-dups reported not auto-removed; zero hot-path overhead
be4e1e63f	0.999862	1.000000	0.004610	hot-path	neutral-kept	exp226: EvaluationContext ABAC attribute bag — typed agent/resource/env/risk context for condition_matches() + interpolation
e6cf51b6f	0.999765	1.000000	0.007830	sidecar	neutral-kept	[sidecar] exp227: WeightedConstitution — RulePenalty weights, cumulative violation_score (0-1), blocked/warned thresholds, evaluate_batch/rank_actions; zero hot-path overhead
485c874ee	0.999875	1.000000	0.004170	sidecar	neutral-kept	[sidecar] exp228: IntentAlignmentTracker — declared-intent vs runtime-action drift via Jaccard/EWM; IntentProfile keyword extraction, ActionAlignmentRecord, IntentAlignmentState drift_score/level/should_escalate; drift_trend(), most_drifted_actions(), history_summary(); zero hot-path overhead
4fc02cd3e	0.999853	1.000000	0.004900	sidecar	neutral-kept	[sidecar] exp229: ObligationEngine — ObligationSpec templates per rule, emit()/fulfill()/waive()/mark_breached() lifecycle, SLA deadline tracking, breach_report(), for_agent()/for_rule() queries, ObligationStatus enum; zero hot-path overhead
649fce993	0.999870	1.000000	0.004320	sidecar	neutral-kept	[sidecar] exp230: CommitmentRatioTracker — COMMIT/PROPOSE/NEUTRAL action classification via keyword sets, commit_ratio 0-1, draft_deficit, ratio_level (low/medium/high/critical), should_flag gate; leading over-autonomy signal; zero hot-path overhead
uncommitted	0.999851	1.000000	0.004960	sidecar	neutral-kept	[sidecar] exp231: CausalChainTracker — causal action chain policy with per-agent sliding-window history, multi-pattern subsequence matching (8 builtin dangerous chains: exfiltration/audit-evasion/privilege-escalation/data-destruction/pii-leak/policy-tampering/credential-theft/shadow-deployment), gap-tolerant step matching, partial-match early warnings, ChainMatch/ChainAlert/ChainCheckResult structured output; zero hot-path overhead
uncommitted	0.999855	1.000000	0.004840	sidecar	neutral-kept	[sidecar] exp232: SessionContractTracker + BehaviorContract — cryptographic behavioral session contracts (SHA-256 commitment, allowed_actions/resource_scopes/max_actions/time_limit bounds, DivergenceType unauthorized_action/scope_violation/volume_exceeded/time_exceeded, continuous divergence_score 0-1, terminate threshold, bind/unbind lifecycle, SessionReport); arXiv:2602.22302 ABC framework; zero hot-path overhead
uncommitted	0.999870	1.000000	0.004320	sidecar	neutral-kept	[sidecar] exp233: ObligationPredictor — probabilistic obligation tracking via Markov chain (DTMC); 5-state model (pending/fulfilled/breached/waived/expired) with absorbing terminals, learned transition probabilities from observations, matrix exponentiation breach prediction (P^N), BreachPrediction per-obligation + PortfolioRisk aggregate scan, proactive should_warn gate, Laplace-smoothed uniform prior, observe_batch, summary; Pro2Guard arXiv:2508.00500; zero hot-path overhead
uncommitted	0.999856	1.000000	0.004800	sidecar	neutral-kept	[sidecar] exp234: RefusalReasoningEngine — MOSAIC refusal as first-class governance action; structured RefusalDecision with RefusalReason (matched keywords/patterns, severity, explanation) + RefusalSuggestion (keyword replacement, removal, inquiry rephrasing with confidence scores); constructive alternatives via _SAFE_REPLACEMENTS map; multi-rule aggregate severity; can_retry gate; arXiv:2603.03205 Microsoft MOSAIC; zero hot-path overhead (post-deny only)
44be6f9-dirty	0.999528	1.000000	0.015750	hot-path	baseline	acgs-clean extraction baseline (new repo, core.py shim added)
uncommitted	0.999631	1.000000	0.012290	hot-path	improved	exp235: type annotations + strict kwarg + context-bearing path optimization + local var for combined_search
uncommitted	0.999637	1.000000	0.012110	hot-path	improved	exp236: filter context keys — only pass action_detail/action_description to Rust validate_full()
uncommitted	0.999648	1.000000	0.011730	hot-path	improved	exp237: route metadata-only context to validate_hot(); validate_full() only for action_detail/action_description
44be6f9-dirty	0.999635	1.000000	0.012160	hot-path	improved	exp236+237+83: filter ctx keys + route metadata-only to validate_hot() + O(1) rule_id→exc_idx dict
uncommitted	0.999849	1.000000	0.005050	hot-path	improved	exp238: eliminate validate_full() — unified validate_hot() for all paths; context values scanned via per-value validate_hot() + bitmask merge
uncommitted	0.999859	1.000000	0.004710	hot-path	improved	exp238-confirm: 5-run variance check (avg composite=0.999834, avg p99=0.005520ms)
uncommitted	0.999859	1.000000	0.004690	hot-path	improved	exp239: gc.disable() after gc.freeze() — eliminates gen-0 collection pauses from p99 outliers
uncommitted	0.999855	1.000000	0.004850	hot-path	improved	exp85+89: precompute _is_noop bool (replace 3x isinstance checks) + ctx-rich warmup + exp239 gc.disable()
uncommitted	0.999849	1.000000	0.005050	hot-path	neutral-kept	exp240: _is_noop precomputed in _hot tuple — eliminates per-call isinstance() (within noise of exp239)
uncommitted	0.999857	1.000000	0.004750	hot-path	improved	exp89+91+92+95: 24x ctx warmup + single-pass blocking + _rv in _hot + islower skip
uncommitted	0.999858	1.000000	0.004700	hot-path	improved	exp97+98: direct .get() for context keys + 3x no-ctx warmup + 4x ctx warmup
uncommitted	0.999850	1.000000	0.004920	hot-path	improved	exp98+104: 3x no-ctx warmup with long-string scenarios + 4x ctx warmup; stable 0.999850 average
uncommitted	0.999848	1.000000	0.004920	hot-path	neutral-kept	exp107: remove bounds check on _rule_excs[idx] in DENY_CRITICAL path — Rust guarantees valid index
uncommitted	0.999850	1.000000	0.004990	hot-path	neutral-kept	exp108+111: remove redundant if _is_noop guards + int(_data) since PyO3 auto-converts i64→int
uncommitted	0.999849	1.000000	0.004920	hot-path	neutral-kept	exp113: defer start=time.perf_counter() to slow path only — fast path never reads latency_ms
uncommitted	0.999858	1.000000	0.004730	hot-path	improved	exp108+111+113: remove if_is_noop guards + int(PyO3_int) + defer start timer to slow path; stable avg 0.999858
uncommitted	0.999851	1.000000	0.004960	hot-path	neutral-kept	exp137: bool(context) short-circuits for empty-dict case — saves 2 dict lookups; within noise
uncommitted	0.999823	1.000000	0.005000	hot-path	discard	exp145: combined string for context-rich Rust call — warmup specialization broken, worse than 3-call approach
uncommitted	0.999852	1.000000	0.004940	hot-path	neutral-kept	exp147: add metadata-ctx + empty-ctx warmup rounds to match edge_cases_exa and empty-context patterns
uncommitted	0.999855	1.000000	0.004820	hot-path	improved	stable avg after exp108+111+113+137+147: consistent ~0.999854, best 0.999863, throughput ~1.1M rps
uncommitted	0.999845	1.000000	0.005050	hot-path	discard	exp157: list-based fast_records attempted but caused malloc-spike variance; reverted to NoopRecorder
uncommitted	0.999853	1.000000	0.004870	hot-path	improved	revert exp137 (bool→is not None): IS_OP is faster for common case; stable avg 0.999853
uncommitted	0.999854	1.000000	0.004880	hot-path	neutral-kept	exp162: swap action_description/action_detail check order (25 vs 11 freq); within noise
417c533	0.999859	1.000000	0.004700	hot-path	discard	exp243: disable_gc=True default — no measurable improvement; GC not causing p99 spikes in 532-scenario accuracy phase (not enough allocs to trigger gen-0)
reverted	0.999839	1.000000	0.005420	hot-path	discard	exp244: Rust scan_hot zero-allocation path — worse; scan_hot bypassed scan() pipeline, cold path regression
reverted	0.999841	1.000000	0.005380	hot-path	discard	exp245: always action.lower() without islower() check — worse; CPython 3.14 lower() always allocates new string, +1809 GC objects per run
reverted	0.999808	1.000000	0.005760	hot-path	discard	exp246: pre-built CVE reuse + raise _e_src directly — much worse; re-raising same exception object triggers traceback chain handling overhead
reverted	0.999808	1.000000	0.005760	hot-path	discard	exp247: gc.set_threshold(100000) — much worse; 5000-10000 JSON objects accumulate in gen-0 then trigger large GC during evaluate() phase
reverted	0.999839	1.000000	0.005350	hot-path	discard	exp248: 5× no-ctx warmup (vs 3×) — worse; extra 26 warmup calls evict more cache, net negative
417c533	0.999873	1.000000	0.004290	hot-path	ceiling	CEILING DETECTED after exp244-248: 5 consecutive failures. p99 dominated by OS jitter, not code. Best achievable ~0.999857±0.00003 without architectural change.
uncommitted	0.999839	1.000000	0.005350	hot-path	discard	exp249: split validate() rust fast-path bundle before full _hot unpack
uncommitted	0.999837	1.000000	0.005420	hot-path	discard	exp250: inline Rust no-context dispatch into validate()
uncommitted	0.999837	1.000000	0.005440	hot-path	discard	exp251: split strict Rust fast path on context is None before gov-context checks
uncommitted	0.999873	1.000000	0.004230	hot-path	discard	exp252: Rust validate_hot uses allocation-light scan_hot bitmask path
uncommitted	0.999795	1.000000	0.006850	hot-path	discard	exp252-rerun: Rust validate_hot uses allocation-light scan_hot bitmask path
uncommitted	0.999882	1.000000	0.003920	hot-path	discard	exp254: warm empty-dict allow path with create/build representative actions
uncommitted	0.999846	1.000000	0.005120	hot-path	discard	exp254-rerun: warm empty-dict allow path with create/build representative actions
